5.235388	5.806250	78
5.241675	6.502112	71
5.268774	5.818762	73
5.775000	6.531226	76
6.900000	7.591650	71
6.910437	7.449988	78
6.929175	7.393774	73
7.414587	8.227087	76
8.916663	9.456274	78
8.945837	9.608313	71
8.945837	9.610388	52
8.947913	9.645850	64
8.960425	9.322913	73
8.977087	9.587500	59
9.443762	9.872900	76
9.920813	10.393774	78
9.922888	10.354163	73
9.922888	10.560400	52
9.935400	10.620825	64
9.943762	10.591650	59
9.949988	10.293738	71
10.395850	10.808325	76
10.835425	11.258337	78
10.856238	11.193762	73
10.860388	11.447913	52
10.860388	11.466650	64
10.870825	11.141638	71
10.877112	11.468726	59
11.270850	11.712500	76
11.770850	12.341650	78
11.777075	12.150000	64
11.793738	11.960425	59
11.793738	12.181250	71
12.335425	12.433325	59
12.345862	13.314612	76
13.045813	14.633337	52
13.468726	13.754187	59
13.781226	13.966650	64
13.785437	14.062476	68
14.081274	14.339575	59
14.356238	14.624976	68
14.372900	14.572913	64
14.639563	14.856238	59
14.943762	15.635413	68
15.214575	15.256262	63
15.222937	15.270850	51
15.606238	17.541663	49
15.620825	16.014563	61
15.710425	15.939612	64
15.979163	16.262488	56
16.272925	16.541663	68
16.283362	16.531226	64
16.285437	16.431250	61
16.560400	16.739600	56
16.852087	17.029150	61
16.852087	17.172888	68
16.870825	17.193762	64
17.156226	17.379187	56
17.452063	17.620825	61
17.460425	17.725012	68
17.481238	17.687476	64
17.756262	17.800024	56
18.106238	19.018774	45
18.131262	18.566687	57
18.143774	18.547888	64
18.143774	18.564612	61
18.535437	18.810400	52
18.827063	19.170813	64
18.833350	18.999976	57
18.833350	19.133337	61
19.118750	19.397925	52
19.441687	19.775000	57
19.441687	20.329138	45
19.468726	19.708350	64
19.495825	19.579138	61
19.781226	20.052100	52
20.102087	20.295813	57
20.110388	20.275000	59
20.243750	20.366675	61
20.395850	20.443762	52
20.400000	20.445837	64
20.706274	22.595862	47
20.727087	21.124976	59
20.727087	21.133337	64
21.070837	21.414587	54
21.408362	22.160437	64
21.422888	21.702063	59
21.775000	22.639563	54
22.162512	22.581274	63
23.304175	23.466650	71
23.454138	23.593726	73
23.627112	23.939612	78
23.629187	24.631262	52
23.972937	24.022925	76
23.997900	24.106238	59
24.129187	24.558325	76
24.318762	24.616675	64
24.618750	24.800024	59
24.620825	24.710425	75
24.845862	25.029150	71
24.943762	25.268774	78
24.943762	25.749976	52
25.279150	25.456274	59
25.287512	25.358313	76
25.456274	25.949988	76
25.645850	25.795813	64
25.941687	25.977087	51
26.322913	27.239600	49
26.352087	26.716650	75
26.693762	26.764563	73
26.868750	27.327063	73
27.033362	27.147925	56
27.212500	27.270850	61
27.389563	27.804175	72
27.729163	28.725012	49
27.768774	28.220862	73
28.081274	28.383337	56
28.452063	28.687476	61
28.818762	28.895850	56
29.179175	29.539587	45
29.214575	29.516638	80
29.539587	29.637488	78
29.552100	29.612524	52
29.716650	30.116675	78
29.885413	30.214575	57
30.206274	30.329138	73
30.212500	30.302100	64
30.225012	30.297888	61
30.227087	30.318762	69
30.410437	30.537512	73
30.518774	30.608313	76
30.541663	30.895850	57
30.547888	30.833350	80
30.881262	30.981238	78
30.887488	30.960425	61
30.912512	30.985388	64
30.916663	31.004187	69
31.052100	31.527075	78
31.300024	31.683325	69
31.304175	31.720862	64
32.068762	32.852087	59
32.102087	32.397925	73
32.447913	32.718726	63
32.447913	32.806250	66
32.777075	33.050024	75
33.085425	33.141638	73
33.085425	33.145850	66
33.102087	33.160437	63
33.162512	33.243750	75
33.233313	33.433325	73
33.389563	34.216650	59
33.418738	34.077063	71
33.756262	34.202063	63
34.147925	34.258337	66
34.472937	34.589575	71
34.635413	34.835425	73
34.812476	35.252112	52
34.831274	35.147925	78
35.152075	35.227087	76
35.156226	35.329138	59
35.308325	35.622900	76
35.487524	35.550024	64
35.650000	35.818762	66
35.833350	35.891638	68
35.999976	36.143774	71
36.168738	36.504187	78
36.504187	36.593726	76
36.514563	36.577063	64
36.664587	37.522925	76
36.847937	36.979163	71
37.154150	37.210425	63
37.512488	38.164587	61
37.556250	37.860388	75
37.868750	37.935400	73
37.900000	38.004187	64
38.037512	38.287512	73
38.241675	38.443762	68
38.547888	38.620825	64
38.574988	38.995825	72
38.910437	40.077063	61
38.962500	39.677100	73
